songName,albumName,artistName,trackNumber,isExplicit,durationMS,discNumber
I'll Love You Till The Day I Die,A Beautiful Time,Willie-Nelson,1,false,251373,1
My Heart Was A Dancer,A Beautiful Time,Willie-Nelson,2,false,190106,1
Energy Follows Thought,A Beautiful Time,Willie-Nelson,3,false,197933,1
Dreamin' Again,A Beautiful Time,Willie-Nelson,4,false,235773,1
I Don't Go To Funerals,A Beautiful Time,Willie-Nelson,5,false,147186,1
A Beautiful Time,A Beautiful Time,Willie-Nelson,6,false,295720,1
We're Not Happy (Till You're Not Happy),A Beautiful Time,Willie-Nelson,7,false,196600,1
Dusty Bottles,A Beautiful Time,Willie-Nelson,8,false,210893,1
Me And My Partner,A Beautiful Time,Willie-Nelson,9,false,131800,1
Tower Of Song,A Beautiful Time,Willie-Nelson,10,false,299306,1
Live Every Day,A Beautiful Time,Willie-Nelson,11,false,192040,1
Don't Touch Me There,A Beautiful Time,Willie-Nelson,12,false,158013,1
With A Little Help From My Friends,A Beautiful Time,Willie-Nelson,13,false,222600,1
Leave You With A Smile,A Beautiful Time,Willie-Nelson,14,false,224386,1
Somewhere Over The Rainbow - Live 1981,Way Up High (Live 1981),Willie-Nelson,1,false,245701,1
Band Introductions - Live 1981,Way Up High (Live 1981),Willie-Nelson,2,false,33903,1
Instrumental - Live 1981,Way Up High (Live 1981),Willie-Nelson,3,false,126594,1
My Mother's Eyes - Live 1981,Way Up High (Live 1981),Willie-Nelson,4,false,223745,1
Sweet Georgia Brown - Live 1981,Way Up High (Live 1981),Willie-Nelson,5,false,131054,1
I'm Confessin' That I Love You - Live 1981,Way Up High (Live 1981),Willie-Nelson,6,false,246790,1
Mona Lisa - Live 1981,Way Up High (Live 1981),Willie-Nelson,7,false,162915,1
It Wouldn't Be The Same Without You - Live 1981,Way Up High (Live 1981),Willie-Nelson,8,false,182012,1
Little Red Wagon - Live 1981,Way Up High (Live 1981),Willie-Nelson,9,false,145997,1
Swing 42 - Live 1981,Way Up High (Live 1981),Willie-Nelson,10,false,271299,1
I Just Found A New Baby - Live 1981,Way Up High (Live 1981),Willie-Nelson,11,false,272320,1
Air Mail Special - Live 1981,Way Up High (Live 1981),Willie-Nelson,12,false,324367,1
Columbus Stockade Blues - Live 1981,Way Up High (Live 1981),Willie-Nelson,13,false,308913,1
After You're Gone - Live 1981,Way Up High (Live 1981),Willie-Nelson,14,false,317627,1
Stay All Night - Live 1981,Way Up High (Live 1981),Willie-Nelson,15,false,234706,1
Blue Skies - Live 1981,Way Up High (Live 1981),Willie-Nelson,16,false,195764,1
Georgia On My Mind - Live 1981,Way Up High (Live 1981),Willie-Nelson,17,false,226536,1
All Of Me - Live 1981,Way Up High (Live 1981),Willie-Nelson,18,false,167204,1
Blue Eyes Crying In The Rain - Live 1981,Way Up High (Live 1981),Willie-Nelson,19,false,176735,1
Instrumental Pt.2 - Live 1981,Way Up High (Live 1981),Willie-Nelson,20,false,179220,1
Heaven And Hell,The Willie Nelson Family,Willie-Nelson,1,false,142306,1
Kneel At The Feet Of Jesus,The Willie Nelson Family,Willie-Nelson,2,false,149480,1
Laying My Burdens Down,The Willie Nelson Family,Willie-Nelson,3,false,108653,1
Family Bible,The Willie Nelson Family,Willie-Nelson,4,false,168506,1
In The Garden,The Willie Nelson Family,Willie-Nelson,5,false,204746,1
All Things Must Pass,The Willie Nelson Family,Willie-Nelson,6,false,216813,1
I Saw The Light,The Willie Nelson Family,Willie-Nelson,7,false,112320,1
In God's Eyes,The Willie Nelson Family,Willie-Nelson,8,false,175160,1
Keep It On The Sunnyside,The Willie Nelson Family,Willie-Nelson,9,false,174666,1
I Thought About You Lord,The Willie Nelson Family,Willie-Nelson,10,false,200280,1
Too Sick To Pray,The Willie Nelson Family,Willie-Nelson,11,false,135613,1
Why Me,The Willie Nelson Family,Willie-Nelson,12,false,132440,1
Any Old Arms Won't Do,Texas Willie,Willie-Nelson,1,false,166533,1
Blame It on the Times,Texas Willie,Willie-Nelson,2,false,141693,1
Both Ends of the Candle,Texas Willie,Willie-Nelson,3,false,95800,1
Darkness on the Face of the Earth,Texas Willie,Willie-Nelson,4,false,76293,1
The End of Understanding,Texas Willie,Willie-Nelson,5,false,158693,1
The Ghost,Texas Willie,Willie-Nelson,6,false,76453,1
Go Away,Texas Willie,Willie-Nelson,7,false,145720,1
Happiness Lives Next Door,Texas Willie,Willie-Nelson,8,false,160573,1
Home Motel,Texas Willie,Willie-Nelson,9,false,190906,1
I Can't Find the Time,Texas Willie,Willie-Nelson,10,false,162160,1
I Didn't Sleep a Wink,Texas Willie,Willie-Nelson,11,false,132346,1
I Feel Sorry for Him,Texas Willie,Willie-Nelson,12,false,140106,1
I'll Stay Around,Texas Willie,Willie-Nelson,13,false,158000,1
I'm Going to Lose a Lot of Teardrops,Texas Willie,Willie-Nelson,14,false,153906,1
I've Seen All This World I Care to See,Texas Willie,Willie-Nelson,15,false,92026,1
If I Had Only Known,Texas Willie,Willie-Nelson,16,false,133093,1
In Just a Million Years,Texas Willie,Willie-Nelson,17,false,64573,1
It's Lonesome Without You,Texas Willie,Willie-Nelson,18,false,113400,1
Jimmy's Road,Texas Willie,Willie-Nelson,19,false,161626,1
Just Now Falling,Texas Willie,Willie-Nelson,20,false,78186,1
Introduction - Live,Highway Call (Live '79),Willie-Nelson,1,false,81585,1
Whiskey River - Live,Highway Call (Live '79),Willie-Nelson,2,false,199136,1
Stay All Night - Live,Highway Call (Live '79),Willie-Nelson,3,false,193167,1
Funny How Time Slips Away - Live,Highway Call (Live '79),Willie-Nelson,4,false,166745,1
Crazy - Live,Highway Call (Live '79),Willie-Nelson,5,false,373903,1
If You've Got The Money I've Got The Time - Live,Highway Call (Live '79),Willie-Nelson,6,false,98845,1
Sweet Memories - Live,Highway Call (Live '79),Willie-Nelson,7,false,200162,1
Bloody Mary Morning - Live,Highway Call (Live '79),Willie-Nelson,8,false,230919,1
Gotta Get Drunk - Live,Highway Call (Live '79),Willie-Nelson,9,false,85691,1
Shotgun Willie - Live,Highway Call (Live '79),Willie-Nelson,10,false,182066,1
Time Of The Preacher - Live,Highway Call (Live '79),Willie-Nelson,11,false,149219,1
Blue Eyes Crying In The Rain - Live,Highway Call (Live '79),Willie-Nelson,12,false,406294,1
The Red Headed Stranger - Live,Highway Call (Live '79),Willie-Nelson,13,false,283497,1
Instrumental Pt.1 - Live,Highway Call (Live '79),Willie-Nelson,14,false,183549,1
Heartbreak Hotel - Live,Highway Call (Live '79),Willie-Nelson,15,false,175983,1
Trouble In Mind - Live,Highway Call (Live '79),Willie-Nelson,16,false,192977,1
A Song For You - Live,Highway Call (Live '79),Willie-Nelson,17,false,392798,1
Come In My Kitchen - Live,Highway Call (Live '79),Willie-Nelson,18,false,151918,1
Detour - Live,Highway Call (Live '79),Willie-Nelson,19,false,146481,1
Will The Circle Be Unbroken - Live,Highway Call (Live '79),Willie-Nelson,20,false,132073,1
Nice Work If You Can Get It,That's Life,Willie-Nelson,1,false,155600,1
Just In Time,That's Life,Willie-Nelson,2,false,145906,1
Cottage For Sale,That's Life,Willie-Nelson,3,false,174320,1
I've Got You Under My Skin,That's Life,Willie-Nelson,4,false,214560,1
You Make Me Feel So Young,That's Life,Willie-Nelson,5,false,172586,1
I Won't Dance (feat. Diana Krall),That's Life,Willie-Nelson,6,false,205853,1
That's Life,That's Life,Willie-Nelson,7,false,219040,1
Luck Be a Lady,That's Life,Willie-Nelson,8,false,184506,1
In the Wee Small Hours of the Morning,That's Life,Willie-Nelson,9,false,178733,1
Learnin' the Blues,That's Life,Willie-Nelson,10,false,211066,1
Lonesome Road,That's Life,Willie-Nelson,11,false,224053,1
First Rose of Spring,First Rose of Spring,Willie-Nelson,1,false,221453,1
Blue Star,First Rose of Spring,Willie-Nelson,2,false,275240,1
I'll Break Out Again Tonight,First Rose of Spring,Willie-Nelson,3,false,169920,1
Don't Let the Old Man In,First Rose of Spring,Willie-Nelson,4,false,187893,1
Just Bummin' Around,First Rose of Spring,Willie-Nelson,5,false,195346,1
Our Song,First Rose of Spring,Willie-Nelson,6,false,231080,1
We Are the Cowboys,First Rose of Spring,Willie-Nelson,7,false,243200,1
Stealing Home,First Rose of Spring,Willie-Nelson,8,false,221480,1
I'm the Only Hell My Mama Ever Raised,First Rose of Spring,Willie-Nelson,9,false,251853,1
Love Just Laughed,First Rose of Spring,Willie-Nelson,10,false,274213,1
Yesterday When I Was Young (Hier Encore),First Rose of Spring,Willie-Nelson,11,false,213893,1
Ride Me Back Home,Ride Me Back Home,Willie-Nelson,1,false,216226,1
Come On Time,Ride Me Back Home,Willie-Nelson,2,false,175160,1
My Favorite Picture of You,Ride Me Back Home,Willie-Nelson,3,false,235040,1
Seven Year Itch,Ride Me Back Home,Willie-Nelson,4,false,202080,1
Immigrant Eyes,Ride Me Back Home,Willie-Nelson,5,false,274120,1
Stay Away from Lonely Places,Ride Me Back Home,Willie-Nelson,6,false,239053,1
Just the Way You Are,Ride Me Back Home,Willie-Nelson,7,false,275906,1
One More Song to Write,Ride Me Back Home,Willie-Nelson,8,false,235933,1
Nobody's Listening,Ride Me Back Home,Willie-Nelson,9,false,290906,1
It's Hard to Be Humble (with Lukas Nelson & Micah Nelson),Ride Me Back Home,Willie-Nelson,10,false,227706,1
Maybe I Should've Been Listening,Ride Me Back Home,Willie-Nelson,11,false,232000,1
Fly Me to the Moon,My Way,Willie-Nelson,1,false,164906,1
Summer Wind,My Way,Willie-Nelson,2,false,202520,1
One for My Baby (And One More for the Road),My Way,Willie-Nelson,3,false,238000,1
A Foggy Day,My Way,Willie-Nelson,4,false,176973,1
It Was a Very Good Year,My Way,Willie-Nelson,5,false,235146,1
Blue Moon,My Way,Willie-Nelson,6,false,157013,1
I'll Be Around,My Way,Willie-Nelson,7,false,178600,1
Night and Day,My Way,Willie-Nelson,8,false,168680,1
What Is This Thing Called Love (with Norah Jones),My Way,Willie-Nelson,9,false,147026,1
Young at Heart,My Way,Willie-Nelson,10,false,164893,1
My Way,My Way,Willie-Nelson,11,false,291186,1
Last Man Standing,Last Man Standing,Willie-Nelson,1,false,179293,1
Don't Tell Noah,Last Man Standing,Willie-Nelson,2,false,147706,1
Bad Breath,Last Man Standing,Willie-Nelson,3,false,181973,1
Me and You,Last Man Standing,Willie-Nelson,4,false,169266,1
Something You Get Through,Last Man Standing,Willie-Nelson,5,false,232680,1
Ready to Roar,Last Man Standing,Willie-Nelson,6,false,154213,1
Heaven Is Closed,Last Man Standing,Willie-Nelson,7,false,196240,1
I Ain't Got Nothin',Last Man Standing,Willie-Nelson,8,false,180400,1
She Made My Day,Last Man Standing,Willie-Nelson,9,false,162293,1
I'll Try To Do Better Next Time,Last Man Standing,Willie-Nelson,10,false,178733,1
Very Far to Crawl,Last Man Standing,Willie-Nelson,11,false,230240,1
Move It On Over,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,1,false,227640,1
Mind Your Own Business,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,2,false,161826,1
Healing Hands of Time,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,3,false,152080,1
Can I Sleep In Your Arms,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,4,false,258519,1
Send Me the Pillow You Dream On,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,5,false,197306,1
I'm So Lonesome I Could Cry,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,6,false,161546,1
I'm Movin' On,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,7,false,201946,1
Your Cheatin' Heart,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,8,false,174973,1
My Tears Fall,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,9,false,208360,1
Cold Cold Heart,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,10,false,268013,1
Mansion On the Hill,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,11,false,211373,1
Why Don't You Love Me,Willie and the Boys: Willie's Stash Vol. 2,Willie-Nelson,12,false,159986,1
Little House on the Hill,God's Problem Child,Willie-Nelson,1,false,182080,1
Old Timer,God's Problem Child,Willie-Nelson,2,false,213560,1
True Love,God's Problem Child,Willie-Nelson,3,false,180466,1
Delete and Fast Forward,God's Problem Child,Willie-Nelson,4,false,203640,1
A Woman's Love,God's Problem Child,Willie-Nelson,5,false,201960,1
Your Memory Has a Mind of Its Own,God's Problem Child,Willie-Nelson,6,false,208200,1
Butterfly,God's Problem Child,Willie-Nelson,7,false,230120,1
Still Not Dead,God's Problem Child,Willie-Nelson,8,false,152333,1
God's Problem Child (with Tony Joe White Leon Russell & Jamey Johnson),God's Problem Child,Willie-Nelson,9,false,295760,1
It Gets Easier,God's Problem Child,Willie-Nelson,10,false,186880,1
Lady Luck,God's Problem Child,Willie-Nelson,11,false,210546,1
I Made a Mistake,God's Problem Child,Willie-Nelson,12,false,196760,1
He Won't Ever Be Gone,God's Problem Child,Willie-Nelson,13,false,197533,1
Heartaches by the Number (feat. The Time Jumpers),For the Good Times: A Tribute to Ray Price,Willie-Nelson,1,false,183853,1
I'll Be There (If You Ever Want Me) (feat. The Time Jumpers),For the Good Times: A Tribute to Ray Price,Willie-Nelson,2,false,129893,1
Faded Love,For the Good Times: A Tribute to Ray Price,Willie-Nelson,3,false,323200,1
It Always Will Be,For the Good Times: A Tribute to Ray Price,Willie-Nelson,4,false,213093,1
City Lights (feat. The Time Jumpers),For the Good Times: A Tribute to Ray Price,Willie-Nelson,5,false,175760,1
Don't You Ever Get Tired of Hurting Me (feat. The Time Jumpers),For the Good Times: A Tribute to Ray Price,Willie-Nelson,6,false,153640,1
Make the World Go Away,For the Good Times: A Tribute to Ray Price,Willie-Nelson,7,false,181826,1
I'm Still Not Over You,For the Good Times: A Tribute to Ray Price,Willie-Nelson,8,false,268906,1
Night Life,For the Good Times: A Tribute to Ray Price,Willie-Nelson,9,false,197813,1
Crazy Arms (feat. The Time Jumpers),For the Good Times: A Tribute to Ray Price,Willie-Nelson,10,false,162653,1
Invitation to the Blues (feat. The Time Jumpers),For the Good Times: A Tribute to Ray Price,Willie-Nelson,11,false,165960,1
For the Good Times,For the Good Times: A Tribute to Ray Price,Willie-Nelson,12,false,257733,1
Crazy,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,1,false,237458,1
Things to Remember,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,2,false,104573,1
A Moment Isn't Very Long,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,3,false,180400,1
Hello Walls,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,4,false,130795,1
Undo the Right,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,5,false,178033,1
Are You Sure,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,6,false,127454,1
Healing Hands of Time,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,7,false,138797,1
My Own Peculiar Way,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,8,false,175002,1
I'm Gonna Lose a Lotta Teardrops,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,9,false,137102,1
Where Were You Yesterday,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,10,false,119942,1
More Than One Way to Cry,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,11,false,141670,1
Half a Man,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,12,false,163834,1
You Left a Long Long Time Ago,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,13,false,180128,1
I've Just Destroyed the World,Willie Nelson: The Demos Project Vol. One,Willie-Nelson,14,false,71453,1
Funny How Time Slips Away,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,1,false,181905,1
Country Willie,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,2,false,129581,1
Night Life,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,3,false,143452,1
Good Times,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,4,false,145240,1
I Gotta Get Drunk,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,5,false,98640,1
Three Days,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,6,false,73626,1
Little Things,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,7,false,263627,1
You Wouldn't Cross the Street,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,8,false,107476,1
Within Your Crowd,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,9,false,158853,1
A Broken Promise,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,10,false,131401,1
I Just Can't Let You Say Goodbye,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,11,false,207986,1
Save Your Tears,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,12,false,113960,1
Will You Remember Mine,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,13,false,182369,1
Pretty Paper,Willie Nelson: The Demos Project Vol. Two,Willie-Nelson,14,false,149443,1
But Not for Me,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,1,false,196800,1
Somebody Loves Me,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,2,false,133853,1
Someone to Watch Over Me,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,3,false,244200,1
Let's Call the Whole Thing Off (feat. Cyndi Lauper),Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,4,false,184626,1
It Ain't Necessarily So,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,5,false,266880,1
I Got Rhythm,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,6,false,166586,1
Love is Here to Stay,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,7,false,202200,1
They All Laughed,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,8,false,163373,1
Embraceable You (feat. Sheryl Crow),Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,9,false,216453,1
They Can't Take That Away from Me,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,10,false,171360,1
Summertime,Summertime: Willie Nelson Sings Gershwin,Willie-Nelson,11,false,234466,1
Night Life,The Essential Willie Nelson,Willie-Nelson,1,false,150320,1
Hello Walls,The Essential Willie Nelson,Willie-Nelson,2,false,142586,1
Crazy,The Essential Willie Nelson,Willie-Nelson,3,false,170853,1
Funny How Time Slips Away - 1962 Version,The Essential Willie Nelson,Willie-Nelson,4,false,180933,1
The Party's Over,The Essential Willie Nelson,Willie-Nelson,5,false,145200,1
I Gotta Get Drunk,The Essential Willie Nelson,Willie-Nelson,6,false,133866,1
Yesterday's Wine,The Essential Willie Nelson,Willie-Nelson,7,false,192346,1
Me and Paul,The Essential Willie Nelson,Willie-Nelson,8,false,227973,1
Family Bible,The Essential Willie Nelson,Willie-Nelson,9,false,190933,1
Bloody Mary Morning,The Essential Willie Nelson,Willie-Nelson,10,false,167880,1
Blue Eyes Crying In the Rain,The Essential Willie Nelson,Willie-Nelson,11,false,138440,1
Good Hearted Woman,The Essential Willie Nelson,Willie-Nelson,12,false,175666,1
If You've Got The Money I've Got the Time,The Essential Willie Nelson,Willie-Nelson,13,false,123666,1
Uncloudy Day,The Essential Willie Nelson,Willie-Nelson,14,false,279786,1
Mammas Don't Let Your Babies Grow Up to Be Cowboys,The Essential Willie Nelson,Willie-Nelson,15,false,152533,1
Georgia On My Mind,The Essential Willie Nelson,Willie-Nelson,16,false,258546,1
Blue Skies,The Essential Willie Nelson,Willie-Nelson,17,false,213800,1
Heartbreak Hotel (with Leon Russell),The Essential Willie Nelson,Willie-Nelson,18,false,180106,1
Loving Her Was Easier (Than Anything I'll Ever Do Again),The Essential Willie Nelson,Willie-Nelson,19,false,351240,1
My Heroes Have Always Been Cowboys,The Essential Willie Nelson,Willie-Nelson,20,false,183453,1
Django and Jimmie,Django and Jimmie,Willie-Nelson,1,false,173453,1
It's All Going to Pot,Django and Jimmie,Willie-Nelson,2,false,176933,1
Unfair Weather Friend,Django and Jimmie,Willie-Nelson,3,false,254333,1
Missing Ol' Johnny Cash,Django and Jimmie,Willie-Nelson,4,false,206733,1
Live This Long,Django and Jimmie,Willie-Nelson,5,false,215333,1
Alice In Hulaland,Django and Jimmie,Willie-Nelson,6,false,181626,1
Don't Think Twice It's Alright,Django and Jimmie,Willie-Nelson,7,false,250626,1
Family Bible,Django and Jimmie,Willie-Nelson,8,false,216946,1
It's Only Money,Django and Jimmie,Willie-Nelson,9,false,236453,1
Swinging Doors,Django and Jimmie,Willie-Nelson,10,false,171053,1
Where Dreams Come to Die,Django and Jimmie,Willie-Nelson,11,false,198573,1
Somewhere Between,Django and Jimmie,Willie-Nelson,12,false,204040,1
Driving the Herd,Django and Jimmie,Willie-Nelson,13,false,169893,1
The Only Man Wilder Than Me,Django and Jimmie,Willie-Nelson,14,false,155840,1
Alexander's Ragtime Band,December Day: Willie's Stash Vol.1,Willie-Nelson,1,false,162066,1
Permanently Lonely,December Day: Willie's Stash Vol.1,Willie-Nelson,2,false,261800,1
What'll I Do,December Day: Willie's Stash Vol.1,Willie-Nelson,3,false,210040,1
Summer of Roses / December Day,December Day: Willie's Stash Vol.1,Willie-Nelson,4,false,191160,1
Nuages,December Day: Willie's Stash Vol.1,Willie-Nelson,5,false,202213,1
Mona Lisa,December Day: Willie's Stash Vol.1,Willie-Nelson,6,false,210840,1
I Don't Know Where I Am Today,December Day: Willie's Stash Vol.1,Willie-Nelson,7,false,145480,1
Amnesia,December Day: Willie's Stash Vol.1,Willie-Nelson,8,false,151173,1
Who'll Buy My Memories?,December Day: Willie's Stash Vol.1,Willie-Nelson,9,false,166813,1
The Anniversary Song,December Day: Willie's Stash Vol.1,Willie-Nelson,10,false,132666,1
Laws of Nature,December Day: Willie's Stash Vol.1,Willie-Nelson,11,false,339093,1
Walkin',December Day: Willie's Stash Vol.1,Willie-Nelson,12,false,220946,1
Always,December Day: Willie's Stash Vol.1,Willie-Nelson,13,false,159573,1
I Let My Mind Wander,December Day: Willie's Stash Vol.1,Willie-Nelson,14,false,189000,1
Is the Better Part Over,December Day: Willie's Stash Vol.1,Willie-Nelson,15,false,161906,1
My Own Peculiar Way,December Day: Willie's Stash Vol.1,Willie-Nelson,16,false,251120,1
Sad Songs and Waltzes,December Day: Willie's Stash Vol.1,Willie-Nelson,17,false,164706,1
Ou Es-Tu Mon Amour / I Never Cared for You,December Day: Willie's Stash Vol.1,Willie-Nelson,18,false,329040,1
Bring It On,Band of Brothers,Willie-Nelson,1,false,173960,1
Guitar in the Corner,Band of Brothers,Willie-Nelson,2,false,234626,1
The Wall - Digital Single,Band of Brothers,Willie-Nelson,3,false,208946,1
Whenever You Come Around,Band of Brothers,Willie-Nelson,4,false,252680,1
Wives and Girlfriends - Digital Single,Band of Brothers,Willie-Nelson,5,false,180826,1
I Thought I Left You,Band of Brothers,Willie-Nelson,6,false,181013,1
Send Me a Picture,Band of Brothers,Willie-Nelson,7,false,239173,1
Used to Her,Band of Brothers,Willie-Nelson,8,false,166106,1
The Git Go (with Jamey Johnson),Band of Brothers,Willie-Nelson,9,false,246920,1
Band of Brothers,Band of Brothers,Willie-Nelson,10,false,170346,1
Hard to Be an Outlaw,Band of Brothers,Willie-Nelson,11,false,188773,1
Crazy Like Me,Band of Brothers,Willie-Nelson,12,false,194986,1
The Songwriters,Band of Brothers,Willie-Nelson,13,false,195773,1
I've Got a Lot of Traveling to Do,Band of Brothers,Willie-Nelson,14,false,201040,1
Armee der Tristen,Zeit,Rammstein,1,false,205589,1
Zeit,Zeit,Rammstein,2,false,321686,1
Schwarz,Zeit,Rammstein,3,true,258108,1
Giftig,Zeit,Rammstein,4,false,188263,1
Zick Zack,Zeit,Rammstein,5,false,244365,1
OK,Zeit,Rammstein,6,false,243720,1
Meine Tränen,Zeit,Rammstein,7,false,237045,1
Angst,Zeit,Rammstein,8,false,224801,1
Dicke Titten,Zeit,Rammstein,9,false,218593,1
Lügen,Zeit,Rammstein,10,false,229844,1
Adieu,Zeit,Rammstein,11,false,278211,1
Deutschland,Rammstein,Rammstein,1,false,322339,1
Radio,Rammstein,Rammstein,2,false,277397,1
Zeig dich,Rammstein,Rammstein,3,false,255845,1
Ausländer,Rammstein,Rammstein,4,false,231603,1
Sex,Rammstein,Rammstein,5,false,236529,1
Puppe,Rammstein,Rammstein,6,false,273706,1
Was ich liebe,Rammstein,Rammstein,7,false,269045,1
Diamant,Rammstein,Rammstein,8,false,154298,1
Weit weg,Rammstein,Rammstein,9,false,260915,1
Tattoo,Rammstein,Rammstein,10,false,251658,1
Hallomann,Rammstein,Rammstein,11,false,251634,1
Intro - Live,Paris (Live),Rammstein,1,false,254013,1
Sonne - Live,Paris (Live),Rammstein,2,false,285066,1
Wollt ihr das Bett in Flammen sehen? - Live,Paris (Live),Rammstein,3,true,306480,1
Keine Lust - Live,Paris (Live),Rammstein,4,true,248266,1
Sehnsucht - Live,Paris (Live),Rammstein,5,false,266693,1
Asche zu Asche - Live,Paris (Live),Rammstein,6,false,245360,1
Feuer frei! - Live,Paris (Live),Rammstein,7,false,214453,1
Mutter - Live,Paris (Live),Rammstein,8,false,320533,1
Mein Teil - Live,Paris (Live),Rammstein,9,false,466666,1
Du riechst so gut - Live,Paris (Live),Rammstein,10,false,328373,1
Links 2 3 4 - Live,Paris (Live),Rammstein,11,false,302520,1
Du hast - Live,Paris (Live),Rammstein,12,false,257920,1
Haifisch - Live,Paris (Live),Rammstein,13,false,324000,1
Bück dich - Live,Paris (Live),Rammstein,14,false,475426,1
Mann gegen Mann - Live,Paris (Live),Rammstein,15,true,255146,1
Ohne dich - Live,Paris (Live),Rammstein,16,false,449280,1
Mein Herz brennt - Live,Paris (Live),Rammstein,17,false,308586,1
Amerika - Live,Paris (Live),Rammstein,18,false,292040,1
Ich will - Live,Paris (Live),Rammstein,19,false,247360,1
Engel - Live,Paris (Live),Rammstein,20,false,313240,1
Intro - Live,Paris (Live),Rammstein,1,false,254013,1
Sonne - Live,Paris (Live),Rammstein,2,false,285066,1
Wollt ihr das Bett in Flammen sehen? - Live,Paris (Live),Rammstein,3,true,306480,1
Keine Lust - Live,Paris (Live),Rammstein,4,true,248266,1
Sehnsucht - Live,Paris (Live),Rammstein,5,false,266693,1
Asche zu Asche - Live,Paris (Live),Rammstein,6,false,245360,1
Feuer frei! - Live,Paris (Live),Rammstein,7,false,214453,1
Mutter - Live,Paris (Live),Rammstein,8,false,320533,1
Mein Teil - Live,Paris (Live),Rammstein,9,false,466666,1
Du riechst so gut - Live,Paris (Live),Rammstein,10,false,328373,1
Links 2 3 4 - Live,Paris (Live),Rammstein,11,false,302520,1
Du hast - Live,Paris (Live),Rammstein,12,false,257920,1
Haifisch - Live,Paris (Live),Rammstein,13,false,324000,1
Bück dich - Live,Paris (Live),Rammstein,14,false,475426,1
Mann gegen Mann - Live,Paris (Live),Rammstein,15,true,255146,1
Ohne dich - Live,Paris (Live),Rammstein,16,false,449280,1
Mein Herz brennt - Live,Paris (Live),Rammstein,17,false,308586,1
Amerika - Live,Paris (Live),Rammstein,18,false,292040,1
Ich will - Live,Paris (Live),Rammstein,19,false,247360,1
Engel - Live,Paris (Live),Rammstein,20,false,313240,1
Frühling In Paris,XXI - Klavier,Rammstein,1,false,248853,1
Feuer Und Wasser,XXI - Klavier,Rammstein,2,false,232893,1
Nebel,XXI - Klavier,Rammstein,3,false,274253,1
Sonne,XXI - Klavier,Rammstein,4,false,233120,1
Klavier,XXI - Klavier,Rammstein,5,false,243453,1
Wilder Wein,XXI - Klavier,Rammstein,6,false,211333,1
Ohne Dich,XXI - Klavier,Rammstein,7,false,270933,1
Ein Lied,XXI - Klavier,Rammstein,8,false,221333,1
Roter Sand,XXI - Klavier,Rammstein,9,false,196106,1
Engel,XXI - Klavier,Rammstein,10,false,256106,1
Seemann,XXI - Klavier,Rammstein,11,false,275026,1
